Head,Relation,Tail,Original Tail,New Tail,Title,Article,Original Article Text,Clean Original Tail
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,union institution,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,union body,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,body,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,accounting consolidation criterion,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,aggregate budget implementation report,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,information,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
annual account union,comprise,article,the following: the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions,budget implementation report,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 241  Structure of the accounts ,"['\nThe annual accounts of the Union shall be prepared for each financial year which shall run from 1 January to 31 \nDecember. Those accounts shall comprise the following: \n(a) the consolidated financial statements, which present, in accordance with the accounting rules referred to in Article 80, \nthe consolidation of the financial information contained in the financial statements of Union institutions, of Union \nbodies referred to in Article 70 and of other bodies meeting the accounting consolidation criteria; \n(b) the aggregated budget implementation reports which present the information contained in the budget implementation \nreports of Union institutions. ']",the following : the consolidated financial statements which present in accordance with the accounting rules referred to in article 80 the consolidation of the financial information contained in the financial statements of union institutions of union bodies referred to in article 70 and of other bodies meeting the accounting consolidation criteria the aggregated budget implementation reports which present the information contained in the budget implementation reports of union institutions
financial statement,present,article,in millions of euro and in accordance with the accounting rules referred to in article 80,million,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",in millions of euro and in accordance with the accounting rules referred to in article 80
financial statement,present,article,in millions of euro and in accordance with the accounting rules referred to in article 80,euro,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",in millions of euro and in accordance with the accounting rules referred to in article 80
financial statement,present,article,in millions of euro and in accordance with the accounting rules referred to in article 80,accordance,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",in millions of euro and in accordance with the accounting rules referred to in article 80
financial statement,present,article,in millions of euro and in accordance with the accounting rules referred to in article 80,accounting rule,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",in millions of euro and in accordance with the accounting rules referred to in article 80
financial statement,present,article,in millions of euro and in accordance with the accounting rules referred to in article 80,article,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",in millions of euro and in accordance with the accounting rules referred to in article 80
financial statement,comprise,precede financial year,of: the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 december of the preceding financial year the statement of financial performance which presents the economic result for the preceding financial year the cashflow statement showing amounts collected and disbursed during the preceding financial year and the final treasury position the statement of changes in net assets presenting an overview of the movements during the financial year in reserves and accumulated results,balance sheet,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",of : the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 december of the preceding financial year the statement of financial performance which presents the economic result for the preceding financial year the cashflow statement showing amounts collected and disbursed during the preceding financial year and the final treasury position the statement of changes in net assets presenting an overview of the movements during the financial year in reserves and accumulated results
financial statement,comprise,precede financial year,of: the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 december of the preceding financial year the statement of financial performance which presents the economic result for the preceding financial year the cashflow statement showing amounts collected and disbursed during the preceding financial year and the final treasury position the statement of changes in net assets presenting an overview of the movements during the financial year in reserves and accumulated results,asset,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 243  Financial statements ,"[' \nThe financial statements shall be presented in millions of euro and in accordance with the accounting rules referred \nto in Article 80 and shall be comprised of: \n(a) the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 December of the \npreceding financial year; \n(b) the statement of financial performance, which presents the economic result for the preceding financial year; \n(c) the cash-flow statement showing amounts collected and disbursed during the financial year and the final treasury \nposition; \n(d) the statement of changes in net assets presenting an overview of the movements during the financial year in reserves \nand accumulated results. \nL 193/146  \n\x0c ', ' \nThe notes to the financial statements shall supplement and comment on the information presented in the \nstatements referred to in paragraph 1 and shall supply all the additional information prescribed by the accounting \nrules referred to in Article 80 and the internationally accepted accounting practice where such information is relevant \nto the activities of the Union. The notes shall contain at least the following information: \n(a) accounting principles, rules and methods; \n(b) explanatory notes supplying additional information not contained in the body of the financial statements, which is \nnecessary for a fair presentation of the accounts. ', ' \nThe accounting officer shall, after the close of the financial year and up to the date of transmission of the general \naccounts, make any adjustments which, without involving disbursement or collection in respect of that year, are necessary \nfor a true and fair view of those accounts. \nS e c t i o n 2 \nB u d g e t i m p l e m e n t a t i o n r e p o r t s ']",of : the balance sheet which presents all assets and liabilities and the financial situation prevailing on 31 december of the preceding financial year the statement of financial performance which presents the economic result for the preceding financial year the cashflow statement showing amounts collected and disbursed during the preceding financial year and the final treasury position the statement of changes in net assets presenting an overview of the movements during the financial year in reserves and accumulated results
